reconstructed,isv_id,isv_form,match_score,N,is_best,etm_info,cognates
dělъ,1767,děl,100.0,1,True,"From Proto-Balto-Slavic *dailas, from Proto-Indo-European *dʰayl- (“part, watershed”). Cognate with Lithuanian dailýti (“to divide”), Proto-Germanic *dailą, *dailiz.

","{'Russian': ['дел (dialectal)'], 'Ukrainian': ['діл'], 'Church Slavonic': ['дѣлъ (Russian)'], 'Bulgarian': ['дял'], 'Macedonian': ['дел'], 'Cyrillic': ['део', 'дио'], 'Latin': ['deo', 'dio'], 'Chakavian (Novi)': ['dél'], 'Chakavian (Orbanići)': ['diȇl'], 'Chakavian (Vrgada)': ['dĩl'], 'Slovene': ['dẹl', 'dẹł (tonal orthography)'], 'Old Czech': ['diel'], 'Czech': ['díl'], 'Moravian (Mistřice)': ['ďíu'], 'Kashubian': ['dzél'], 'Polish': ['dział'], 'Slovak': ['diel'], 'Slovincian': ['ʒėl']}"
slava,13829,slava,100.0,1,True,"From Proto-Balto-Slavic *ślā́ˀwāˀ, from Proto-Indo-European *ḱlew-.
Cognate with Lithuanian šlovė̃ (“honour, fame”) (stress pattern 3/4), Samogitian šlóvė (“honour, fame”) (stress pattern 1), Sanskrit श्रवस् (śravas, “glory, fame”), Latvian slava, slãve, slavs (“fame”), and Ancient Greek κλέος (kléos, “rumour, fame, glory, renown”).

","{'Old East Slavic': ['слава'], 'Russian': ['слава'], 'Old Belarusian': ['слава[2]'], 'Belarusian': ['слава'], 'Old Ukrainian': ['слава[3]'], 'Ukrainian': ['слава'], 'Rusyn': ['слава'], 'Cyrillic': ['слава'], 'Glagolitic': ['ⱄⰾⰰⰲⰰ'], 'Bulgarian': ['слава'], 'Macedonian': ['слава'], 'Latin': ['slȁva'], 'Slovene': ['sláva (tonal orthography)'], 'Old Czech': ['sláva'], 'Czech': ['sláva'], 'Moravian (Mistřice)': ['suáva'], 'Kashubian': ['słôwa'], 'Polish': ['sława'], 'Silesian': ['sława'], 'Slovincian': ['slãvă'], 'Slovak': ['sláva'], 'Lower Sorbian': ['sława'], 'Upper Sorbian': ['sława'], '→ Romanian': ['slavă']}"
bajati,550,bajati,100.0,1,True,"From Proto-Balto-Slavic *bā́ˀtei, from Proto-Indo-European *bʰéh₂ti.

","{'Old East Slavic': ['баꙗти'], 'Russian': ['баять (archaic)'], 'Ukrainian': ['баяти (archaic)'], 'Bulgarian': ['бая'], 'Macedonian': ['бае'], 'Cyrillic': ['бајати'], 'Latin': ['bȁjati'], 'Slovene': ['bájati (tonal orthography)'], 'Czech': ['bájit'], 'Old Polish': ['bajać'], 'Polish': ['bajać'], 'Kashubian': ['bajac'], 'Slovincian': ['bajac'], 'Upper Sorbian': ['bać'], 'Lower Sorbian': ['bajaś']}"
umъ,15706,um,100.0,1,True,"From Proto-Balto-Slavic *aum-, from Proto-Indo-European *h₂ew-m-o-, a derivation of *h₂ew- (“to see, perceive”). Cognate with Lithuanian aumuõ (“mind”) and indirectly Ancient Greek αἰσθάνομαι (aisthánomai, “to perceive”), Sanskrit आविस् (āvís, “openly, manifestly, evidently”), Latin audiō, and Hittite 𒌋𒀪𒄭 (u-uḫ-ḫi, “I see”).

","{'Old East Slavic': ['умъ'], 'Belarusian': ['ум'], 'Russian': ['ум'], 'Ukrainian': ['ум']}"
žariti,17792,žariti,100.0,1,True,"From *žarъ (“heat”) +‎ *-iti.

","{'Old Ruthenian': ['жарити[1][2]'], 'Belarusian': ['жарыць'], 'Ukrainian': ['жарити', 'жаріти'], 'Middle Russian': ['жарити[3]'], 'Russian': ['жарить'], 'Church Slavonic': ['жарити (', '“in the cold”) (autoantonym)'], 'Bulgarian': ['жаря'], 'Macedonian': ['жари'], 'Cyrillic': ['жарити'], 'Latin': ['žáriti'], 'Slovene': ['žaríti'], 'Czech': ['zářit'], 'Polish': ['żarzyć'], 'Slovak': ['žiarit']}"
kopa,5280,kopa,100.0,1,True,"Resultant noun of *kopati (“to dig”) +‎ *-a, cognate with Latvian kaps (“grave”), Lithuanian kãpas (“grave”).

","{'Russian': ['копа'], 'Ukrainian': ['копа'], 'Bulgarian': ['копа'], 'Macedonian': ['копа'], 'Cyrillic': ['копа'], 'Latin': ['kȍpa'], 'Slovene': ['kópa'], 'Old Czech': ['kopa'], 'Czech': ['kopa'], 'Kashubian': ['kòpa'], 'Polish': ['kopa'], 'Slovak': ['kopa'], 'Lower Sorbian': ['kора'], 'Upper Sorbian': ['kора']}"
krotiti,5585,krotiti,100.0,1,True,"(This etymology is missing or incomplete. Please add to it, or discuss it at the Etymology scriptorium.)

","{'Russian': ['кротить (dialectal)'], '⇒ Russian': ['укротить'], 'Old Cyrillic': ['кротити'], 'Glagolitic': ['ⰽⱃⱁⱅⰻⱅⰻ'], 'Bulgarian': ['кротя'], 'Cyrillic': ['кротити'], 'Latin': ['kròtiti'], 'Slovene': ['krotiti'], 'Old Czech': ['krotiti'], 'Czech': ['krotit'], 'Old Polish': ['krócić'], '⇒ Polish': ['ukrócić'], 'Slovak': ['krotiť']}"
krǫtiti,5602,krųtiti,100.0,1,True,"Deadjectival from *krǫ̑tъ (“winding? steep? severe?”), from Proto-Balto-Slavic *krant-, also found in Lithuanian krañtas (“bank (of a river)”).

Per Derksen, with no cognates outside of Balto-Slavic.
Per Vasmer, presumably from a nasal-infix variant of Proto-Indo-European *kert-, found in Sanskrit कृणत्ति (kṛṇátti, “to twist thread, to spin”), चृटति (cṛṭáti, “to bind, to fasten together”), Ancient Greek κάρταλος (kártalos, “basket”), κυρτία (kurtía, “anything made of wicker”), Latin crātis (“wattle fence, corral”), Old Irish cret (“body of a cart”), Gothic 𐌷𐌰𐌿𐍂𐌳𐍃 (haurds, “door”), Old High German hurt (“wattle fence, anything made of wicker”) (plural hurdi).
","{'Old East Slavic': ['крутити'], 'Old Belarusian': ['крутити (', '“to twist', 'to turn”)'], 'Belarusian': ['круціць (', '“to twist', 'to turn”)'], 'Middle Russian': ['крутити (17th century)'], 'Russian': ['крутить'], 'Ukrainian': ['крутити']}"
pasti,9974,pasti,100.0,1,True,,"{'Old East Slavic': ['пасти'], 'Russian': ['пасти'], 'Ukrainian': ['пасти'], 'Cyrillic': ['пасти'], 'Glagolitic': ['[Term?]'], 'Bulgarian': ['паса'], 'Macedonian': ['пасе'], 'Latin': ['pȁsti'], 'Chakavian (Vrgada)': ['pȁsti'], 'Chakavian (Hvar)': ['pȁst', 'pȁs'], 'Slovene': ['pásti (tonal orthography)'], 'Old Czech': ['pásti'], 'Czech': ['pást'], 'Polish': ['paść'], 'Yiddish': ['פאשען\u200e'], 'Slovak': ['pásť'], 'Upper Sorbian': ['pasć'], 'Lower Sorbian': ['pasć']}"
pasti,9973,pasti,100.0,1,True,,"{'Old East Slavic': ['пасти'], 'Russian': ['пасти'], 'Ukrainian': ['пасти'], 'Cyrillic': ['пасти'], 'Glagolitic': ['[Term?]'], 'Bulgarian': ['паса'], 'Macedonian': ['пасе'], 'Latin': ['pȁsti'], 'Chakavian (Vrgada)': ['pȁsti'], 'Chakavian (Hvar)': ['pȁst', 'pȁs'], 'Slovene': ['pásti (tonal orthography)'], 'Old Czech': ['pásti'], 'Czech': ['pást'], 'Polish': ['paść'], 'Yiddish': ['פאשען\u200e'], 'Slovak': ['pásť'], 'Upper Sorbian': ['pasć'], 'Lower Sorbian': ['pasć']}"
rěka,13080,rěka,100.0,1,True,"From Proto-Balto-Slavic *raikāˀ, from Proto-Indo-European *h₃royH-keh₂, from *h₃reyH-, extension of *h₃er-. Equivalent to *rě- +‎ *-ka.
Indo-European cognates include Latin rīvus (“brook, stream”), Middle Irish rían (“river, way”), Old Irish ríathor (“torrent”), Sanskrit रय (ráуа), रीयते (rī́уаte), रीति (rītí), रेतस् (rétas), Gaulish *Rēnos, Albanian ritë, Old English rīþ, English rithe (dial.), Middle Low German rîn.

","{'Old East Slavic': ['рѣка'], 'Belarusian': ['рака'], 'Russian': ['река'], 'Ukrainian': ['ріка']}"
grěšiti,3250,grěšiti,100.0,1,True,"From *grěxъ +‎ *-iti.

","{'Belarusian': ['грашыць'], 'Russian': ['грешить'], 'Ukrainian': ['грішити']}"
kosa,5350,kosa,100.0,1,True,,"{'Old East Slavic': ['коса'], 'Belarusian': ['каса'], 'Russian': ['коса'], '→ Kildin Sami': ['коассь'], 'Ukrainian': ['коса'], 'Old Church Slavonic': ['коса'], 'Bulgarian': ['коса'], 'Macedonian': ['коса'], 'Cyrillic': ['коса'], 'Latin': ['kòsa'], 'Old Czech': ['kosa'], 'Old Polish': ['kosa'], 'Polish': ['kosa (dialectal)'], 'Lower Sorbian': ['kósy pl'], 'Upper Sorbian': ['kosa']}"
klętva,4955,klętva,100.0,1,True,"Verbal noun of *klęti (“to swear”) +‎ *-tva.

","{'Old East Slavic': ['клꙗтва'], 'Belarusian': ['клятва'], 'Russian': ['клятва'], 'Old Cyrillic': ['клѧтва'], 'Glagolitic': ['ⰽⰾⱔⱅⰲⰰ'], 'Bulgarian': ['клетва'], 'Macedonian': ['клетва'], 'Cyrillic': ['клетва'], 'Latin': ['klȇtva'], 'Old Czech': ['klatva', 'kletva'], 'Polish': ['klątwa']}"
tu,15460,tu,100.0,1,True,"(This etymology is missing or incomplete. Please add to it, or discuss it at the Etymology scriptorium.)

","{'Belarusian': ['тут'], 'Russian': ['тут'], 'Rusyn': ['ту', 'туй'], 'Ukrainian': ['тут']}"
pętьno,10114,pętno,100.0,1,True,"From *pętà (“heel”) +‎ *-ьno.

","{'Old East Slavic': ['пѧтьно'], 'Old Ruthenian': ['пѧтно', 'петно'], 'Ukrainian': ['пятно', 'петьмо (dialectal)'], 'Russian': ['пятно'], 'Serbian Church Slavonic': ['пѧтьно'], 'Bulgarian': ['петно'], 'Old Polish': ['piątno'], 'Polish': ['piętno']}"
sěmьja,13537,sěmja,100.0,1,True,"From *sě̑mь (“household member”) +‎ *-ьjà (“collective”). Cognates include Lithuanian šeimà (“family”), Latvian sàime (“members of a household, (extended) family”), Old Prussian seimīns (“members of a household, family and servants”).

","{'Old East Slavic': ['сѣмиꙗ'], 'Belarusian': [""сям'я""], 'Russian': ['семья'], 'Ukrainian': [""сім'я""]}"
obrokъ,8547,obrok,100.0,1,True,"From *ob- + *rokъ.

","{'Old East Slavic': ['оброкъ'], 'Russian': ['оброк'], 'Old Belarusian': ['оброкъ[1]'], 'Belarusian': ['аброк'], 'Old Ukrainian': ['оброкъ[2]'], 'Ukrainian': ['обрік'], 'Old Cyrillic': ['оброкъ'], 'Glagolitic': ['ⱁⰱⱃⱁⰽⱏ'], 'Bulgarian': ['оброк'], 'Macedonian': ['оброк'], 'Cyrillic': ['оброк'], 'Latin': ['òbrok'], 'Chakavian (Vrgada)': ['obrȍk'], 'Chakavian (Kukljica)': ['ȍbrok'], 'Chakavian (Grobnik)': ['obrȍk'], 'Kajkavian (Bednja)': ['yēbrȅk'], 'Kajkavian (Varaždin)': [""'obrok""], 'Slovene': ['obrȍk (tonal orthography)'], 'Old Czech': ['obrok'], 'Czech': ['obrok'], 'Old Polish': ['obrok'], 'Polish': ['obrok'], 'Lesser Polish (Więciórka)': ['uobrok'], 'Old Slovak': ['obrok'], 'Slovak': ['obrok']}"
staviti,14423,staviti,100.0,1,True,"From Proto-Balto-Slavic *stāw-, from Proto-Indo-European *sth₂-ēw-, from *steh₂-. Cognate with Proto-Germanic *stōwijaną (“to stow”) and akin to Latvian stãvêt (“to stand”), Lithuanian stovė́ti (“to stand”)[1].

","{'Old East Slavic': ['ставити'], 'Belarusian': ['ставіць'], 'Russian': ['ставить'], 'Ukrainian': ['ставити']}"
besědovati,712,besědovati,100.0,1,True,"From *besěda +‎ *-ovati.

","{'Old East Slavic': ['бесѣдовати'], 'Russian': ['беседовать'], 'Old Ukrainian': ['бесѣдовати']}"
vьrtěti,16872,vŕtěti,100.0,1,True,"From Proto-Balto-Slavic *wirtḗˀtei, *wirstei from Proto-Indo-European *wr̥t-, from Proto-Indo-European *wert-. Baltic cognates include
Lithuanian vir̃sti (“to fall, to collapse”), 1sg. virčiù, Latvian vḕrst (“to direct, to steer”), Old Prussian wīrst (“becomes”, 3sg.). Indo-European cognates include Sanskrit वर्तते (vártate, “to turn, to roll”), Latin vertō (“to turn”), Proto-Germanic *werþaną (“to become”).

","{'Old East Slavic': ['вьртѣти'], 'Old Ruthenian': ['вертѣти'], 'Belarusian': ['вярцець'], 'Ukrainian': ['вертіти'], 'Russian': ['вертеть'], 'Old Cyrillic': ['врьтѣти'], 'Bulgarian': ['въртя'], 'Macedonian': ['врти'], 'Cyrillic': ['вртјети'], 'Latin': ['vŕtjeti'], 'Slovene': ['vrtẹti'], 'Old Czech': ['vrtěti'], 'Czech': ['vrtět'], 'Moravian (Mistřice)': ['vrťet'], 'Old Polish': ['wiercieć'], 'Polish': ['wiercić'], 'Silesian': ['wiertać'], 'Slovak': ['vrtieť'], 'Upper Sorbian': ['wjerćić'], 'Lower Sorbian': ['wjerśeś']}"
vьrtěti,16871,vŕtěti,100.0,1,True,"From Proto-Balto-Slavic *wirtḗˀtei, *wirstei from Proto-Indo-European *wr̥t-, from Proto-Indo-European *wert-. Baltic cognates include
Lithuanian vir̃sti (“to fall, to collapse”), 1sg. virčiù, Latvian vḕrst (“to direct, to steer”), Old Prussian wīrst (“becomes”, 3sg.). Indo-European cognates include Sanskrit वर्तते (vártate, “to turn, to roll”), Latin vertō (“to turn”), Proto-Germanic *werþaną (“to become”).

","{'Old East Slavic': ['вьртѣти'], 'Old Ruthenian': ['вертѣти'], 'Belarusian': ['вярцець'], 'Ukrainian': ['вертіти'], 'Russian': ['вертеть'], 'Old Cyrillic': ['врьтѣти'], 'Bulgarian': ['въртя'], 'Macedonian': ['врти'], 'Cyrillic': ['вртјети'], 'Latin': ['vŕtjeti'], 'Slovene': ['vrtẹti'], 'Old Czech': ['vrtěti'], 'Czech': ['vrtět'], 'Moravian (Mistřice)': ['vrťet'], 'Old Polish': ['wiercieć'], 'Polish': ['wiercić'], 'Silesian': ['wiertać'], 'Slovak': ['vrtieť'], 'Upper Sorbian': ['wjerćić'], 'Lower Sorbian': ['wjerśeś']}"
želǫdъkъ,17824,želųdȯk,100.0,1,True,"




This etymology is missing or incomplete. Please add to it, or discuss it at the Etymology scriptorium. Particularly: “Related to *želǫdь?”

According to Deborah Hayden and David Stifter, from Proto-Indo-European *gʰelH-end- from *gʰelH- (“digestive organ, stomach”), related to Ancient Greek χολάδες (kholádes, “intestines”), Ancient Macedonian γόλα (góla, “intestines”), Old Irish eclas (“stomach, gizzard”), Breton elaz (“gizzard”).[1]

","{'Belarusian': ['жалудак (dialectal)'], 'Russian': ['желудок'], 'Rusyn': ['жалудок'], 'Ukrainian': ['желудок (dialectal)', 'жолудок (dialectal)']}"
li,5970,li,100.0,1,True,"Inherited from Proto-Balto-Slavic [Term?], from Proto-Indo-European *h₂el- (pronominal root). Cognates include Lithuanian -li, Latvian -lei, Latin olle. See also *olni.

","{'Old East Slavic': ['ли', 'ль'], 'Old Ruthenian': ['ли', 'ль'], 'Belarusian': ['лi'], 'Ukrainian': ['ли (dialectal)'], 'Russian': ['ли', 'ль', 'ле (dialectal)'], 'Old Cyrillic': ['ли'], 'Glagolitic': ['ⰾⰺ'], 'Bulgarian': ['ли'], 'Macedonian': ['ли'], 'Cyrillic': ['ли'], 'Latin': ['li'], 'Slovene': ['li (tonal orthography)'], 'Czech': ['li'], 'Old Polish': ['li'], 'Polish': ['li (obsolete)'], 'Slovak': ['li'], 'Upper Sorbian': ['li'], 'Lower Sorbian': ['li']}"
děverь,1852,děveŕ,100.0,1,True,"From Proto-Balto-Slavic *dāˀiwēris, from Proto-Indo-European *deh₂iwḗr.[1][2] Baltic cognates include Latvian diẽveris, Lithuanian díeveris. Indo-European cognates include Ancient Greek δαήρ (daḗr), Latin lēvir, Proto-Germanic *taikuraz, Sanskrit देवृ (devṛ́).

","{'Belarusian': ['дзевер'], 'Russian': ['деверь'], 'Ukrainian': ['дівер']}"
blaznъ,919,blazn,100.0,1,True,"O-stem of *blaznь (“bait”), from Proto-Indo-European *bʰleǵ- (“to strike”).

","{'Old East Slavic': ['блазнъ'], 'Russian': ['блазный'], 'Old Church Slavonic': ['блазна (', '“fallacy', 'deception”)'], 'Serbo-Croatian': ['(archaic)'], 'Cyrillic': ['блазан'], 'Latin': ['blȃzan'], 'Slovene': ['blázen (tonal orthography)'], 'Old Polish': ['błazno'], 'Polish': ['błazen'], 'Upper Sorbian': ['błazny']}"
storžь,14521,stråž,100.0,1,True,"From Proto-Balto-Slavic *starˀgiás. Probably descending from Proto-Indo-European *sterg- (“to protect, to shield”), akin with Ancient Greek στέργω (stérgō, “to love”), στοργή (storgḗ, “affection”). Further comparable with Proto-Indo-European *(s)terg- (“to strengthen”) whence Proto-Germanic *starkuz (“stark”).
Compare also Latvian sar̂gs (“watchman, guard”), Lithuanian sárgas (“watchman, guard”), Proto-Slavic *sorgъ (“strict, watchful”).

","{'Old East Slavic': ['сторожь'], 'Belarusian': ['стораж'], 'Russian': ['сторож'], 'Ukrainian': ['сторож']}"
radi,12377,radi,100.0,1,False,"Possibly a Iranian borrowing; compare Old Persian 𐎼𐎠𐎮𐎡𐎹 (r-a-di-i-y /rādiy/, “on the account of”). Descended from the Proto-Indo-European root 
*r̥ / *rō / *rō-dʰi, for (enclitic), ""for the purpose of"", Ved. r̥ and OCS ради.

","{'Belarusian': ['зарадзі'], 'Russian': ['ради', 'заради'], 'Ukrainian': ['ради', 'заради'], 'Old Church Slavonic': ['ради', 'радьма'], 'Bulgarian': ['заради', 'поради'], 'Macedonian': ['заради', 'поради'], 'Cyrillic': ['ради', 'заради', 'зарад', 'поради'], 'Latin': ['rȁdi', 'zȁradi', 'zȁrad', 'pȍradi'], 'Slovene': ['zarȃdi', 'zaràd', 'rȃdi']}"
lomъ,6142,lom,100.0,1,True,"An o-stem derivative of *lomiti (“to break”). Cognate with Latvian lams (“piece-wages”), Lithuanian lãmas (“piece, lump, plot, nest”).

","{'Old East Slavic': ['ломъ'], 'Belarusian': ['лом'], 'Russian': ['лом'], 'Ukrainian': ['лім']}"
lomъ,6143,lom,100.0,1,True,"An o-stem derivative of *lomiti (“to break”). Cognate with Latvian lams (“piece-wages”), Lithuanian lãmas (“piece, lump, plot, nest”).

","{'Old East Slavic': ['ломъ'], 'Belarusian': ['лом'], 'Russian': ['лом'], 'Ukrainian': ['лім']}"
tьlo,15237,tlo,100.0,1,True,"Commonly listed under Proto-Indo-European *telh₂- (“ground”).

","{'Old East Slavic': ['тьло'], 'Russian': ['тло'], 'Ukrainian': ['тло'], 'Old Cyrillic': ['тьло'], 'Glagolitic': ['ⱅⱐⰾⱁ'], 'Macedonian': ['тло'], 'Serbo-Croatian': ['tlȍ'], 'Slovene': ['tlȁ pl (tonal orthography)'], 'Old Czech': ['tlo'], 'Czech': ['tlo'], 'Old Polish': ['tło'], 'Polish': ['tło'], 'Slovak': ['tlo'], 'Lower Sorbian': ['tło'], 'Upper Sorbian': ['tło']}"
sъlnьce,14096,sȯlnce,100.0,1,True,"From unattested *sъlnь +‎ *-ьce, from Proto-Indo-European *sóh₂wl̥.
Baltic cognates include Lithuanian saulė, Latvian saule, Old Prussian saule.
Indo-European cognates include Latin sōl, Welsh haul, Ancient Greek ἥλιος (hḗlios), Sanskrit सूर्य (sūrya)/स्वर् (svar).

","{'Old East Slavic': ['сълньце'], 'Belarusian': ['сонца'], 'Russian': ['солнце'], 'Rusyn': ['сонце'], 'Ukrainian': ['сонце']}"
veprь,16253,vepŕ,100.0,1,True,"From Proto-Balto-Slavic *weprios. Cognate with Latvian vepris (“castrated boar”), Latin aper (“wild boar”), Proto-Germanic *eburaz (“boar”). Possibly Northern Indo-European substrate word.

","{'Old East Slavic': ['вепрьOld Ruthenian'], 'Old Cyrillic': ['вепрь'], 'Glagolitic': ['ⰲⰵⱂⱃⱐ'], 'Bulgarian': ['вепър'], 'Macedonian': ['вепар'], 'Cyrillic': ['вепар'], 'Latin': ['vȅpar'], 'Slovene': ['veper'], 'Old Czech': ['vepř'], 'Czech': ['vepř'], 'Polabian': ['vipr'], 'Old Polish': ['wieprz'], 'Polish': ['wieprz'], 'Slovak': ['vepor'], 'Lower Sorbian': ['wjapś'], 'Upper Sorbian': ['wjapř']}"
vixъrъ,16377,vihȯr,100.0,1,True,"From Proto-Balto-Slavic *weiˀšuras, *weiˀšulas (“whirlwind”).[1]

","{'Old East Slavic': ['вихърь'], 'Old Ruthenian': ['вихръ'], 'Belarusian': ['віхор'], 'Ukrainian': ['вихор'], 'Russian': ['вихрь', 'вихор', '(dialectal) вихор'], 'Old Church Slavonic': ['вихъръ'], 'Bulgarian': ['вихър'], 'Macedonian': ['виор'], 'Serbo-Croatian': ['vihor'], 'Slovene': ['vihȃr (tonal orthography)'], 'Old Czech': ['vichr'], 'Czech': ['vichr'], 'Bohemian (Chod dialect)': ['věchar', 'vichar'], 'Polabian': ['vaixår'], 'Old Polish': ['wicher'], 'Polish': ['wicher', '(archaic) wichr'], 'Slovak': ['víchor'], 'Upper Sorbian': ['wichor'], 'Lower Sorbian': ['wichor', '(archaic) wichar']}"
čajьka,1374,čajka,100.0,1,True,"From *čaja +‎ *-ьka. Unlikely is the theory that it is from *čajьka (“biding, chasing”), from *čajati/*čajiti.

","{'Old Ruthenian': ['чайка'], 'Belarusian': ['чайка'], 'Ukrainian': ['чайка'], 'Russian': ['чайка→ Bezhta'], 'Bulgarian': ['чайка'], 'Macedonian': ['чајка'], 'Slovene': ['čájka'], 'Old Czech': ['čějka', 'čajka'], 'Czech': ['čejka (“lapwing”)'], 'Polish': ['czajka (“lapwing”)'], 'Slovak': ['čajka'], 'Slovincian': ['čωika']}"
puxъ,12301,puh,100.0,1,True,,"{'Bulgarian': ['пух', 'пуф (dialectal)'], 'Macedonian': ['пуф'], 'Old Polish': ['puch (“exhalation', 'fume', 'vapor”)']}"
rodъ,13190,rod,100.0,1,True,"From Proto-Balto-Slavic *radás. Cognate with Latvian rads.

","{'Old East Slavic': ['родъ'], 'Belarusian': ['род'], 'Russian': ['род'], 'Ukrainian': ['рід'], '→ Finnish': ['rotu'], 'Old Cyrillic': ['родъ'], 'Glagolitic': ['ⱃⱁⰴⱏ'], 'Bulgarian': ['род'], 'Macedonian': ['род'], 'Cyrillic': ['род'], 'Latin': ['rȏd'], 'Slovene': ['ród'], 'Czech': ['rod'], 'Polish': ['ród'], 'Slovak': ['rod'], 'Lower Sorbian': ['rod'], 'Upper Sorbian': ['ród']}"
čędo,1407,čędo,100.0,1,True,"From Proto-Indo-European *ken-do-. Indo-European cognates include Ancient Greek καινός (kainós, “new”), Latin recēns (“new, fresh”), Sanskrit कन्या (kanyā), Old Irish cenél (“race; people; kind”), Middle Welsh bachgen (“boy”).
ESSJa: *čędъ / *čęda / *čędo originally were deverbal adjectives *čętъ / *čęta / *čęto.
From *čęti +‎ *-do. Compare *stado (“herd, flock”) < *stati (“to stand, become”) + *-do.
Martynov: Proto-Germanic *kindą is borrowing from Slavic. čęd- is related to *čęstь (“part”) and means ""потомок, наследник; доля, наследство"".
From Proto-Germanic *kindą. Compare German Kind (“child”).
","{'East Slavic': ['чадо', 'чадь'], 'Belarusian': ['чада'], 'Russian': ['чадо', 'dial. чада'], 'Ukrainian': ['чадо']}"
xomǫtъ,3488,homųt,100.0,1,True,"Possibly an early borrowing from Turkic, compare Chuvash хӑмӑт (hămăt), Tatar камыт (qamıt), Kyrgyz каамыт (qaamıt).

","{'Belarusian': ['хамут'], 'Russian': ['хомут'], 'Ukrainian': ['хомут']}"
udariti,15601,udariti,100.0,1,True,"Related to *derti (“to tear”).

","{'Russian': ['ударить'], 'Ukrainian': ['ударити'], 'Old Cyrillic': ['оударити'], 'Bulgarian': ['ударя'], 'Cyrillic': ['ударити'], 'Latin': ['ùdariti'], 'Slovene': ['udáriti (tonal orthography)']}"
sǫprǫga,14665,sųprųga,100.0,1,True,"*sǫprǫgъ (“husband”) +‎ *-a

","{'Old East Slavic': ['сꙋпрꙋга'], 'Russian': ['супруга'], 'Ukrainian': ['супруга'], 'Old Church Slavonic': ['сѫпрѫга'], 'Bulgarian': ['съпруга'], 'Macedonian': ['сопруга'], 'Cyrillic': ['супруга'], 'Latin': ['sȕpruga'], 'Slovene': ['soprọga (tonal orthography)']}"
stigati,14443,stigati,100.0,1,True,"*stigti +‎ *-ati

","{'Russian': ['-стигнуть'], '⇒ Russian': ['постигать'], '⇒ Ukrainian': ['встигати'], 'Bulgarian': ['стигам', 'dial. стидзам'], 'Macedonian': ['стига'], 'Cyrillic': ['стизати'], 'Latin': ['stizati'], 'Old Czech': ['stíhati'], 'Czech': ['stíhat'], 'Old Polish': ['ścigać'], 'Polish': ['ścigać'], 'Slovak': ['stihať']}"
gadъ,2871,gad,100.0,1,True,"Commonly associated with Lithuanian gė́da (“shame”), Old Prussian gīdan (“shame, disgrace”), Proto-West Germanic *kwād (“dirt, mud; bad”), presumably from Proto-Indo-European *gʷeh₁dʰ- (“to defile”). Related native terms with root vowel *-y- (*gyda, *gydъkъ, etc.) evince for a possible obscure *-w- in the root, which gets assimilated by the labiovelar *gʷ- in non-zero grades: *gʷ(w)[e/o]h₁- ~ *gʷuh₁- + *-dʰ-. If right, then perhaps further akin to Proto-Slavic *govьno (“turd”), *gavědь (“unordered, disorganized group; wild stock”).
Less accepted hypotheses draw comparison with Ancient Greek γάδος (gádos, “cod”), Latin gadus (“gadiform”) (whence English cod), often considered of substrate origin, or with Sanskrit नाग (nāgá, “serpent”) (per Machek).

","{'Old East Slavic': ['гадъ'], 'Old Ruthenian': ['гадъ'], 'Belarusian': ['гад'], 'Rusyn': ['гад'], 'Ukrainian': ['гад'], 'Russian': ['гад'], 'Old Cyrillic': ['гадъ'], 'Glagolitic': ['ⰳⰰⰴⱏ'], 'Bulgarian': ['гад (standard)', 'гат (dialectal)'], 'Macedonian': ['гад'], 'Cyrillic': ['гад'], 'Latin': ['gȁd'], 'Slovene': ['gàd', 'gàda f'], 'Old Czech': ['had'], 'Czech': ['had'], 'Kashubian': ['gôd'], 'Polabian': ['god'], 'Polish': ['gad (standard)', 'gωt m', 'gada f (dialectal)'], '(Ślemień)': ['gád'], 'Slovak': ['had'], 'Upper Sorbian': ['had'], 'Lower Sorbian': ['gad']}"
